,Date,Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday
604340,2014-06-27,379.0,5.0,2892.0,,0.0,0,0.0
604341,2014-06-27,351.0,5.0,5991.0,1.0,0.0,0,0.0
604342,2014-06-27,374.0,5.0,6536.0,1.0,0.0,0,0.0
604343,2014-06-27,367.0,5.0,4405.0,1.0,0.0,0,0.0
604344,2014-06-27,360.0,5.0,6643.0,1.0,0.0,0,0.0
604345,2014-06-27,365.0,5.0,3848.0,1.0,0.0,,0.0
604346,2014-06-27,364.0,5.0,4690.0,1.0,0.0,0,0.0
604347,2014-06-27,363.0,5.0,6509.0,1.0,0.0,0,0.0
604348,2014-06-27,362.0,5.0,7791.0,1.0,0.0,0,0.0
604349,2014-06-27,361.0,5.0,5466.0,1.0,0.0,0,0.0
604350,2014-06-27,359.0,,6434.0,1.0,0.0,0,0.0
604351,2014-06-27,358.0,5.0,8509.0,1.0,0.0,0,0.0
604352,2014-06-27,357.0,5.0,6021.0,1.0,0.0,0,0.0
604353,2014-06-27,,5.0,5733.0,1.0,0.0,0,0.0
604354,2014-06-27,355.0,5.0,7584.0,,,0,0.0
604355,2014-06-27,354.0,5.0,7963.0,1.0,,0,0.0
604356,2014-06-27,353.0,5.0,6008.0,1.0,0.0,0,0.0
604357,2014-06-27,352.0,5.0,6630.0,1.0,0.0,0,0.0
604358,2014-06-27,381.0,5.0,8129.0,1.0,0.0,0,0.0
604359,2014-06-27,366.0,5.0,6353.0,1.0,0.0,0,0.0
604360,2014-06-27,382.0,5.0,7817.0,1.0,0.0,,0.0
604361,2014-06-27,399.0,5.0,5820.0,1.0,0.0,0,0.0
604362,2014-06-27,384.0,5.0,7671.0,1.0,0.0,0,0.0
604363,2014-06-27,350.0,5.0,6359.0,1.0,0.0,0,0.0
604364,2014-06-27,415.0,5.0,5247.0,1.0,0.0,0,0.0
604365,2014-06-27,414.0,5.0,5954.0,1.0,0.0,0,0.0
604366,2014-06-27,413.0,5.0,5667.0,1.0,0.0,0,0.0
604367,2014-06-27,412.0,5.0,7441.0,1.0,0.0,0,0.0
604368,2014-06-27,411.0,5.0,8311.0,1.0,0.0,0,0.0
604369,2014-06-27,410.0,5.0,5020.0,1.0,0.0,0,
604370,2014-06-27,409.0,5.0,5000.0,1.0,0.0,0,0.0
604371,2014-06-27,408.0,,3546.0,1.0,0.0,0,0.0
604372,2014-06-27,407.0,5.0,3842.0,1.0,0.0,0,0.0
604373,2014-06-27,406.0,5.0,5694.0,1.0,,0,0.0
604374,2014-06-27,405.0,5.0,3751.0,1.0,0.0,0,0.0
604375,2014-06-27,404.0,5.0,4503.0,1.0,0.0,0,0.0
604376,2014-06-27,403.0,5.0,7153.0,1.0,0.0,0,0.0
604377,2014-06-27,402.0,5.0,5343.0,1.0,0.0,0,0.0
604378,2014-06-27,401.0,5.0,6386.0,1.0,0.0,0,0.0
604379,2014-06-27,400.0,5.0,7074.0,1.0,0.0,0,0.0
604380,2014-06-27,385.0,5.0,6605.0,1.0,0.0,0,0.0
604381,2014-06-27,386.0,5.0,6583.0,1.0,0.0,0,0.0
604382,2014-06-27,387.0,5.0,7580.0,1.0,0.0,0,0.0
604383,2014-06-27,388.0,5.0,8389.0,1.0,0.0,0,0.0
604384,2014-06-27,389.0,5.0,9202.0,1.0,0.0,0,0.0
604385,2014-06-27,390.0,5.0,9695.0,1.0,0.0,0,0.0
604386,2014-06-27,383.0,5.0,15414.0,1.0,0.0,0,0.0
604387,2014-06-27,391.0,5.0,5701.0,1.0,0.0,0,0.0
604388,2014-06-27,393.0,5.0,5619.0,1.0,0.0,0,0.0
604389,2014-06-27,394.0,5.0,8019.0,1.0,0.0,0,0.0
604390,2014-06-27,395.0,5.0,3925.0,1.0,0.0,0,0.0
604391,2014-06-27,396.0,5.0,9160.0,1.0,0.0,0,0.0
604392,2014-06-27,397.0,5.0,4757.0,1.0,0.0,0,0.0
604393,2014-06-27,398.0,5.0,4882.0,1.0,0.0,,0.0
604394,2014-06-27,392.0,5.0,6399.0,1.0,0.0,0,0.0
604395,2014-06-27,349.0,5.0,6613.0,1.0,0.0,0,0.0
604396,2014-06-27,281.0,5.0,5894.0,1.0,0.0,,0.0
604397,2014-06-27,347.0,5.0,4375.0,1.0,0.0,0,0.0
604398,2014-06-27,311.0,5.0,6494.0,1.0,0.0,0,0.0
604399,2014-06-27,310.0,5.0,7468.0,1.0,0.0,0,0.0
604400,2014-06-27,309.0,5.0,6047.0,1.0,0.0,0,0.0
604401,2014-06-27,308.0,5.0,6764.0,1.0,0.0,0,0.0
604402,2014-06-27,307.0,,2244.0,1.0,0.0,0,0.0
604403,2014-06-27,306.0,5.0,4341.0,1.0,0.0,0,0.0
604404,2014-06-27,305.0,5.0,4765.0,1.0,0.0,0,0.0
604405,2014-06-27,304.0,5.0,6296.0,1.0,0.0,0,0.0
604406,2014-06-27,303.0,5.0,4608.0,1.0,,0,0.0
604407,2014-06-27,302.0,5.0,2958.0,1.0,0.0,0,0.0
604408,2014-06-27,301.0,5.0,5333.0,1.0,0.0,0,0.0
604409,2014-06-27,300.0,,7639.0,1.0,0.0,0,0.0
604410,2014-06-27,299.0,5.0,6812.0,1.0,0.0,0,0.0
604411,2014-06-27,298.0,5.0,7295.0,1.0,0.0,0,0.0
604412,2014-06-27,297.0,5.0,7050.0,1.0,0.0,0,0.0
604413,2014-06-27,296.0,5.0,6075.0,1.0,0.0,0,0.0
604415,2014-06-27,416.0,5.0,9585.0,1.0,0.0,0,0.0
604416,2014-06-27,,5.0,3799.0,1.0,0.0,0,0.0
604417,2014-06-27,283.0,5.0,5846.0,1.0,,0,0.0
604418,2014-06-27,284.0,5.0,4621.0,1.0,0.0,0,0.0
604419,2014-06-27,285.0,5.0,4838.0,1.0,0.0,0,0.0
604420,2014-06-27,286.0,5.0,4482.0,1.0,,0,0.0
604421,2014-06-27,312.0,5.0,5323.0,1.0,0.0,0,0.0
604422,2014-06-27,287.0,5.0,7149.0,1.0,0.0,0,0.0
604423,2014-06-27,289.0,5.0,5775.0,1.0,0.0,0,0.0
604424,2014-06-27,290.0,5.0,6093.0,1.0,0.0,0,0.0
604425,2014-06-27,291.0,5.0,7535.0,1.0,0.0,0,0.0
604426,2014-06-27,292.0,5.0,5296.0,1.0,0.0,0,0.0
604427,2014-06-27,293.0,5.0,5001.0,1.0,,0,0.0
604428,2014-06-27,294.0,5.0,5207.0,1.0,0.0,0,0.0
604429,2014-06-27,288.0,5.0,5245.0,1.0,0.0,0,0.0
604430,2014-06-27,348.0,5.0,8343.0,1.0,0.0,0,0.0
604431,2014-06-27,313.0,5.0,6604.0,1.0,0.0,0,0.0
604432,2014-06-27,315.0,5.0,4643.0,1.0,0.0,0,0.0
604433,2014-06-27,346.0,5.0,6630.0,1.0,0.0,0,0.0
604434,2014-06-27,345.0,5.0,4258.0,1.0,0.0,0,0.0
604435,2014-06-27,344.0,5.0,6862.0,1.0,0.0,,0.0
604436,2014-06-27,343.0,5.0,6418.0,1.0,0.0,0,0.0
604438,2014-06-27,341.0,5.0,4737.0,1.0,0.0,0,
604439,2014-06-27,340.0,5.0,5852.0,1.0,0.0,0,0.0
604440,2014-06-27,339.0,5.0,4469.0,1.0,0.0,0,0.0
604441,2014-06-27,338.0,5.0,6295.0,1.0,0.0,0,0.0
604442,2014-06-27,337.0,5.0,4476.0,1.0,0.0,0,0.0
604443,2014-06-27,336.0,5.0,12610.0,1.0,0.0,0,0.0
604444,2014-06-27,335.0,5.0,13426.0,1.0,0.0,0,0.0
604445,2014-06-27,334.0,5.0,4780.0,1.0,0.0,,0.0
604446,2014-06-27,333.0,5.0,8861.0,1.0,0.0,0,0.0
604447,2014-06-27,332.0,5.0,3253.0,1.0,0.0,0,0.0
604448,2014-06-27,331.0,5.0,5093.0,1.0,0.0,0,0.0
604449,2014-06-27,330.0,5.0,3266.0,1.0,0.0,0,0.0
604450,2014-06-27,316.0,5.0,7487.0,1.0,0.0,0,0.0
604451,2014-06-27,317.0,5.0,5465.0,1.0,0.0,0,0.0
604452,2014-06-27,318.0,5.0,7508.0,1.0,0.0,0,0.0
604453,2014-06-27,319.0,5.0,7709.0,1.0,0.0,0,0.0
604454,2014-06-27,320.0,5.0,12614.0,1.0,0.0,0,0.0
604455,2014-06-27,321.0,5.0,4845.0,1.0,0.0,0,0.0
604456,2014-06-27,314.0,5.0,4543.0,1.0,,0,0.0
604457,2014-06-27,322.0,5.0,4198.0,1.0,0.0,,
604458,2014-06-27,324.0,5.0,5551.0,1.0,0.0,0,0.0
604459,2014-06-27,325.0,5.0,4886.0,1.0,0.0,,0.0
604460,2014-06-27,326.0,5.0,5245.0,1.0,0.0,0,
604461,2014-06-27,327.0,5.0,6870.0,,0.0,0,0.0
604462,2014-06-27,,5.0,4341.0,1.0,0.0,0,0.0
604463,2014-06-27,329.0,5.0,6071.0,1.0,0.0,0,0.0
604464,2014-06-27,323.0,5.0,6181.0,1.0,0.0,0,0.0
604465,2014-06-27,417.0,5.0,7048.0,1.0,0.0,0,0.0
604466,2014-06-27,555.0,5.0,3461.0,1.0,0.0,0,0.0
604467,2014-06-27,419.0,,4460.0,,0.0,0,0.0
604468,2014-06-27,520.0,5.0,3810.0,1.0,0.0,0,0.0
604469,2014-06-27,,5.0,4288.0,1.0,0.0,0,0.0
604470,2014-06-27,518.0,5.0,5147.0,1.0,0.0,0,0.0
604471,2014-06-27,517.0,5.0,5021.0,1.0,0.0,0,0.0
604472,2014-06-27,516.0,5.0,5016.0,1.0,0.0,0,0.0
604473,2014-06-27,515.0,5.0,9226.0,1.0,0.0,0,0.0
604474,2014-06-27,514.0,5.0,5449.0,1.0,0.0,0,0.0
604475,2014-06-27,513.0,5.0,15364.0,1.0,0.0,0,0.0
604476,2014-06-27,512.0,5.0,5980.0,1.0,0.0,0,0.0
604477,2014-06-27,511.0,5.0,5363.0,1.0,0.0,0,0.0
604478,2014-06-27,510.0,5.0,8399.0,1.0,0.0,0,0.0
604479,2014-06-27,509.0,5.0,5661.0,1.0,0.0,0,0.0
604480,2014-06-27,508.0,5.0,6046.0,1.0,0.0,0,0.0
604481,2014-06-27,507.0,5.0,7406.0,1.0,0.0,0,0.0
604482,2014-06-27,506.0,5.0,7019.0,1.0,0.0,0,0.0
604483,2014-06-27,505.0,5.0,3645.0,1.0,0.0,0,0.0
604484,2014-06-27,504.0,5.0,5565.0,1.0,,0,0.0
604485,2014-06-27,490.0,5.0,7515.0,1.0,0.0,0,0.0
604486,2014-06-27,491.0,5.0,5881.0,1.0,0.0,,0.0
604487,2014-06-27,492.0,5.0,6090.0,1.0,,0,0.0
604488,2014-06-27,493.0,5.0,9036.0,1.0,0.0,0,0.0
604489,2014-06-27,494.0,5.0,7173.0,1.0,0.0,0,0.0
604490,2014-06-27,495.0,5.0,4976.0,1.0,0.0,0,0.0
604491,2014-06-27,521.0,5.0,4571.0,,0.0,0,0.0
604494,2014-06-27,499.0,5.0,4574.0,1.0,0.0,0,0.0
604495,2014-06-27,500.0,5.0,4395.0,1.0,,0,0.0
604496,2014-06-27,501.0,5.0,3522.0,1.0,0.0,0,0.0
604497,2014-06-27,502.0,5.0,9430.0,1.0,0.0,0,0.0
604498,2014-06-27,503.0,5.0,5790.0,1.0,0.0,0,0.0
604499,2014-06-27,497.0,5.0,8392.0,1.0,0.0,0,0.0
604500,2014-06-27,489.0,5.0,6007.0,1.0,0.0,0,0.0
604501,2014-06-27,522.0,5.0,8011.0,1.0,0.0,0,0.0
604502,2014-06-27,524.0,5.0,8086.0,1.0,0.0,0,0.0
604503,2014-06-27,280.0,5.0,5426.0,1.0,0.0,0,0.0
604504,2014-06-27,554.0,5.0,4325.0,1.0,0.0,0,0.0
604505,2014-06-27,553.0,5.0,6885.0,1.0,0.0,0,0.0
604507,2014-06-27,551.0,5.0,5691.0,1.0,0.0,0,0.0
604508,2014-06-27,550.0,5.0,5534.0,1.0,0.0,0,0.0
604509,2014-06-27,549.0,5.0,4538.0,1.0,0.0,0,0.0
604510,2014-06-27,548.0,5.0,4089.0,1.0,0.0,0,0.0
604511,2014-06-27,547.0,5.0,4949.0,1.0,0.0,0,0.0
604512,2014-06-27,546.0,5.0,12070.0,1.0,0.0,0,0.0
604514,2014-06-27,544.0,5.0,12007.0,1.0,0.0,0,0.0
604515,2014-06-27,543.0,5.0,1815.0,1.0,0.0,0,0.0
604516,2014-06-27,542.0,5.0,6129.0,1.0,0.0,0,0.0
604517,2014-06-27,541.0,5.0,5341.0,1.0,0.0,0,0.0
604518,2014-06-27,540.0,5.0,5280.0,1.0,0.0,0,0.0
604519,2014-06-27,539.0,5.0,9979.0,1.0,0.0,0,0.0
604520,2014-06-27,525.0,5.0,8867.0,1.0,0.0,0,0.0
604521,2014-06-27,526.0,5.0,8086.0,1.0,0.0,0,0.0
604522,2014-06-27,527.0,5.0,9633.0,1.0,0.0,0,0.0
604523,2014-06-27,528.0,5.0,9638.0,1.0,0.0,0,0.0
604524,2014-06-27,529.0,5.0,7635.0,1.0,0.0,0,0.0
604525,2014-06-27,530.0,5.0,4328.0,1.0,0.0,0,0.0
604526,2014-06-27,523.0,5.0,11655.0,1.0,0.0,0,0.0
604527,2014-06-27,531.0,5.0,4609.0,1.0,0.0,0,0.0
604528,2014-06-27,533.0,5.0,9717.0,1.0,0.0,0,0.0
604529,2014-06-27,534.0,5.0,6740.0,1.0,0.0,0,0.0
604530,2014-06-27,535.0,5.0,7233.0,1.0,0.0,0,0.0
604531,2014-06-27,536.0,5.0,8474.0,1.0,0.0,0,
604532,2014-06-27,537.0,5.0,5930.0,1.0,0.0,0,0.0
604533,2014-06-27,538.0,5.0,3528.0,1.0,0.0,0,0.0
604534,2014-06-27,,5.0,9202.0,1.0,0.0,0,0.0
604535,2014-06-27,418.0,5.0,5462.0,1.0,0.0,0,0.0
604536,2014-06-27,488.0,5.0,3051.0,1.0,0.0,0,0.0
604537,2014-06-27,486.0,5.0,4368.0,1.0,0.0,0,0.0
604538,2014-06-27,450.0,5.0,6456.0,1.0,0.0,0,0.0
604539,2014-06-27,449.0,5.0,9082.0,1.0,0.0,0,0.0
604540,2014-06-27,448.0,5.0,7778.0,1.0,0.0,0,0.0
604541,2014-06-27,447.0,5.0,4938.0,1.0,0.0,0,0.0
604542,2014-06-27,446.0,5.0,3956.0,1.0,0.0,0,0.0
604543,2014-06-27,445.0,5.0,8033.0,1.0,0.0,0,0.0
604544,2014-06-27,444.0,5.0,10717.0,1.0,0.0,0,0.0
604545,2014-06-27,443.0,5.0,4189.0,1.0,0.0,0,0.0
604546,2014-06-27,442.0,5.0,3065.0,1.0,0.0,0,0.0
604547,2014-06-27,441.0,5.0,6004.0,1.0,0.0,0,0.0
604548,2014-06-27,440.0,5.0,4827.0,1.0,0.0,0,0.0
604549,2014-06-27,439.0,5.0,6101.0,1.0,0.0,0,0.0
604550,2014-06-27,438.0,5.0,4745.0,1.0,0.0,0,
604551,2014-06-27,,,5725.0,1.0,0.0,0,0.0
604552,2014-06-27,436.0,5.0,4308.0,1.0,0.0,0,0.0
604553,2014-06-27,435.0,5.0,2966.0,1.0,0.0,0,0.0
604554,2014-06-27,434.0,5.0,9521.0,1.0,0.0,0,0.0
604555,2014-06-27,420.0,5.0,4175.0,1.0,0.0,0,0.0
604556,2014-06-27,421.0,5.0,8870.0,1.0,0.0,0,0.0
604557,2014-06-27,422.0,5.0,3742.0,1.0,0.0,0,0.0
604558,2014-06-27,423.0,5.0,12553.0,1.0,0.0,0,0.0
604559,2014-06-27,424.0,5.0,6198.0,1.0,0.0,0,0.0
604560,2014-06-27,425.0,5.0,3208.0,,0.0,0,0.0
604561,2014-06-27,451.0,5.0,4946.0,1.0,0.0,0,0.0
604562,2014-06-27,426.0,5.0,3881.0,1.0,0.0,0,0.0
604563,2014-06-27,428.0,5.0,5621.0,1.0,0.0,0,0.0
604564,2014-06-27,429.0,5.0,4292.0,1.0,0.0,0,0.0
604565,2014-06-27,430.0,5.0,7862.0,1.0,0.0,0,0.0
604566,2014-06-27,431.0,5.0,8552.0,1.0,0.0,0,0.0
604567,2014-06-27,432.0,5.0,9827.0,1.0,0.0,0,0.0
604568,2014-06-27,433.0,5.0,5605.0,1.0,0.0,0,0.0
604569,2014-06-27,427.0,5.0,6163.0,1.0,0.0,0,0.0
604570,2014-06-27,487.0,5.0,6323.0,,0.0,0,0.0
604571,2014-06-27,452.0,5.0,4364.0,,,0,0.0
604572,2014-06-27,454.0,5.0,5073.0,1.0,0.0,0,0.0
604573,2014-06-27,485.0,5.0,5420.0,1.0,0.0,0,0.0
604574,2014-06-27,484.0,5.0,7427.0,1.0,0.0,0,0.0
604575,2014-06-27,483.0,5.0,5318.0,1.0,0.0,0,0.0
604576,2014-06-27,482.0,5.0,6852.0,1.0,0.0,0,0.0
604577,2014-06-27,481.0,5.0,4489.0,1.0,0.0,0,0.0
604578,2014-06-27,480.0,5.0,4184.0,1.0,0.0,0,0.0
604579,2014-06-27,479.0,5.0,10102.0,1.0,0.0,0,0.0
604580,2014-06-27,478.0,5.0,6188.0,1.0,0.0,0,0.0
604581,2014-06-27,477.0,5.0,5075.0,,0.0,0,0.0
604582,2014-06-27,476.0,5.0,5337.0,1.0,0.0,0,0.0
604583,2014-06-27,475.0,5.0,5614.0,1.0,0.0,0,0.0
604584,2014-06-27,474.0,5.0,5773.0,1.0,0.0,,0.0
604585,2014-06-27,473.0,5.0,2874.0,1.0,0.0,,0.0
604586,2014-06-27,,,4495.0,1.0,0.0,0,0.0
604587,2014-06-27,471.0,5.0,7042.0,1.0,0.0,0,0.0
604588,2014-06-27,470.0,5.0,10432.0,1.0,0.0,0,0.0
604589,2014-06-27,469.0,5.0,9928.0,1.0,0.0,0,0.0
604590,2014-06-27,455.0,5.0,7015.0,1.0,0.0,0,0.0
604591,2014-06-27,456.0,5.0,4888.0,1.0,0.0,0,0.0
604592,2014-06-27,457.0,5.0,5249.0,1.0,0.0,0,
604593,2014-06-27,458.0,5.0,6205.0,1.0,0.0,0,0.0
604594,2014-06-27,459.0,5.0,7502.0,1.0,0.0,0,
604595,2014-06-27,460.0,5.0,3288.0,1.0,0.0,0,0.0
604596,2014-06-27,453.0,5.0,7962.0,1.0,0.0,0,0.0
604597,2014-06-27,461.0,5.0,3696.0,1.0,0.0,0,0.0
604598,2014-06-27,463.0,5.0,5438.0,1.0,0.0,0,0.0
604599,2014-06-27,464.0,5.0,9155.0,1.0,0.0,0,0.0
604600,2014-06-27,465.0,5.0,7140.0,1.0,0.0,0,
604601,2014-06-27,466.0,5.0,7849.0,1.0,0.0,0,0.0
604602,2014-06-27,467.0,5.0,11455.0,1.0,0.0,0,0.0
604603,2014-06-27,468.0,5.0,4885.0,1.0,0.0,0,0.0
604604,2014-06-27,462.0,5.0,4367.0,1.0,0.0,0,0.0
604605,2014-06-27,279.0,5.0,7516.0,1.0,0.0,0,0.0
604606,2014-06-27,140.0,5.0,6659.0,,0.0,0,0.0
604607,2014-06-27,277.0,5.0,5497.0,1.0,0.0,0,0.0
604608,2014-06-27,100.0,5.0,7450.0,1.0,0.0,0,0.0
604609,2014-06-27,99.0,5.0,4599.0,1.0,0.0,0,0.0
604610,2014-06-27,98.0,5.0,4897.0,1.0,,0,0.0
604611,2014-06-27,97.0,5.0,5913.0,1.0,0.0,0,0.0
604612,2014-06-27,96.0,5.0,3971.0,1.0,0.0,0,0.0
604613,2014-06-27,95.0,5.0,6615.0,1.0,0.0,0,0.0
604614,2014-06-27,94.0,5.0,6312.0,1.0,0.0,0,0.0
604615,2014-06-27,93.0,5.0,6534.0,1.0,0.0,0,0.0
604616,2014-06-27,92.0,5.0,5229.0,1.0,0.0,0,0.0
604617,2014-06-27,91.0,5.0,5876.0,1.0,0.0,0,
604618,2014-06-27,90.0,5.0,7219.0,1.0,0.0,0,0.0
604619,2014-06-27,89.0,5.0,5262.0,1.0,0.0,0,0.0
604620,2014-06-27,88.0,5.0,5278.0,1.0,0.0,0,0.0
604621,2014-06-27,87.0,5.0,5099.0,1.0,0.0,0,0.0
604622,2014-06-27,86.0,5.0,4436.0,1.0,0.0,0,0.0
604623,2014-06-27,85.0,5.0,6627.0,1.0,0.0,0,0.0
604624,2014-06-27,84.0,5.0,11033.0,1.0,0.0,0,0.0
604625,2014-06-27,70.0,5.0,5590.0,1.0,0.0,0,0.0
604626,2014-06-27,71.0,5.0,7804.0,1.0,0.0,0,0.0
604627,2014-06-27,72.0,5.0,4303.0,1.0,0.0,0,0.0
604628,2014-06-27,,5.0,3700.0,1.0,0.0,0,
604629,2014-06-27,74.0,5.0,5163.0,1.0,0.0,0,0.0
604630,2014-06-27,75.0,5.0,6135.0,1.0,0.0,0,0.0
604631,2014-06-27,101.0,5.0,6748.0,1.0,0.0,0,0.0
604632,2014-06-27,76.0,5.0,8323.0,1.0,0.0,0,0.0
604633,2014-06-27,78.0,5.0,3849.0,1.0,0.0,0,0.0
604634,2014-06-27,79.0,5.0,4288.0,1.0,,0,0.0
604635,2014-06-27,80.0,5.0,7394.0,1.0,0.0,0,0.0
604636,2014-06-27,81.0,5.0,6868.0,1.0,0.0,0,0.0
604637,2014-06-27,82.0,5.0,9056.0,1.0,0.0,0,0.0
604638,2014-06-27,83.0,5.0,4084.0,1.0,0.0,0,0.0
604639,2014-06-27,77.0,5.0,7222.0,1.0,0.0,0,0.0
604640,2014-06-27,69.0,5.0,11515.0,1.0,0.0,0,0.0
604641,2014-06-27,102.0,5.0,5313.0,1.0,0.0,0,0.0
604642,2014-06-27,104.0,5.0,9068.0,1.0,0.0,0,0.0
604643,2014-06-27,135.0,5.0,6215.0,1.0,0.0,0,0.0
604644,2014-06-27,134.0,5.0,4507.0,1.0,0.0,0,0.0
604645,2014-06-27,133.0,5.0,5121.0,1.0,0.0,0,0.0
604646,2014-06-27,132.0,5.0,6053.0,1.0,0.0,0,0.0
604647,2014-06-27,131.0,5.0,3996.0,1.0,0.0,0,0.0
604648,2014-06-27,130.0,5.0,5264.0,1.0,,0,0.0
604649,2014-06-27,129.0,5.0,8707.0,1.0,0.0,0,0.0
604650,2014-06-27,128.0,5.0,7165.0,1.0,0.0,0,0.0
604651,2014-06-27,127.0,5.0,4724.0,1.0,0.0,0,0.0
604652,2014-06-27,126.0,5.0,5550.0,1.0,0.0,,0.0
604653,2014-06-27,125.0,5.0,10728.0,1.0,0.0,0,0.0
604654,2014-06-27,124.0,5.0,4877.0,1.0,0.0,0,0.0
604655,2014-06-27,123.0,5.0,7370.0,1.0,0.0,0,0.0
604656,2014-06-27,122.0,5.0,7072.0,,0.0,0,0.0
604657,2014-06-27,121.0,5.0,4417.0,1.0,0.0,0,0.0
604658,2014-06-27,120.0,5.0,6835.0,1.0,0.0,0,0.0
604659,2014-06-27,119.0,5.0,4904.0,1.0,0.0,0,0.0
604660,2014-06-27,105.0,5.0,4358.0,1.0,0.0,0,0.0
604661,2014-06-27,106.0,5.0,7843.0,1.0,0.0,0,0.0
604662,2014-06-27,107.0,5.0,6684.0,1.0,0.0,,0.0
604663,2014-06-27,108.0,5.0,10306.0,1.0,0.0,0,0.0
604664,2014-06-27,109.0,5.0,6130.0,1.0,0.0,0,0.0
604665,2014-06-27,110.0,5.0,4027.0,1.0,,0,0.0
604666,2014-06-27,103.0,5.0,4057.0,1.0,0.0,0,0.0
604667,2014-06-27,111.0,5.0,6403.0,1.0,0.0,0,0.0
604668,2014-06-27,113.0,5.0,5439.0,1.0,0.0,0,0.0
604669,2014-06-27,114.0,5.0,4184.0,1.0,0.0,0,0.0
604670,2014-06-27,115.0,5.0,7798.0,1.0,0.0,0,0.0
604671,2014-06-27,116.0,5.0,6645.0,1.0,0.0,0,0.0
604673,2014-06-27,118.0,5.0,6549.0,1.0,0.0,0,
604674,2014-06-27,112.0,5.0,5978.0,1.0,0.0,0,0.0
604675,2014-06-27,136.0,5.0,4475.0,1.0,0.0,0,0.0
604676,2014-06-27,68.0,5.0,6679.0,1.0,0.0,0,0.0
604677,2014-06-27,66.0,5.0,5671.0,1.0,,0,0.0
604678,2014-06-27,30.0,5.0,3667.0,1.0,0.0,0,0.0
604679,2014-06-27,29.0,5.0,6155.0,1.0,,0,0.0
604680,2014-06-27,28.0,5.0,5114.0,1.0,0.0,0,0.0
604681,2014-06-27,27.0,5.0,8456.0,1.0,0.0,0,0.0
604682,2014-06-27,26.0,5.0,5600.0,1.0,0.0,0,0.0
604683,2014-06-27,25.0,5.0,8606.0,1.0,0.0,0,0.0
604684,2014-06-27,24.0,5.0,9152.0,1.0,0.0,0,0.0
604685,2014-06-27,23.0,5.0,4776.0,1.0,0.0,0,0.0
604686,2014-06-27,22.0,5.0,4103.0,1.0,0.0,0,0.0
604687,2014-06-27,21.0,5.0,5000.0,1.0,0.0,0,0.0
604688,2014-06-27,20.0,5.0,7149.0,1.0,0.0,0,0.0
604689,2014-06-27,19.0,5.0,6231.0,1.0,0.0,0,0.0
604690,2014-06-27,18.0,5.0,6731.0,1.0,0.0,0,0.0
604691,2014-06-27,17.0,5.0,5192.0,1.0,0.0,,0.0
604692,2014-06-27,16.0,5.0,7479.0,1.0,,0,0.0
604693,2014-06-27,15.0,5.0,7378.0,,0.0,0,0.0
604694,2014-06-27,14.0,5.0,5393.0,1.0,0.0,0,0.0
604695,2014-06-27,556.0,5.0,6683.0,1.0,0.0,0,0.0
604696,2014-06-27,1.0,5.0,4019.0,1.0,0.0,0,0.0
604697,2014-06-27,2.0,5.0,4646.0,1.0,0.0,0,0.0
604698,2014-06-27,3.0,5.0,5162.0,1.0,0.0,0,0.0
604699,2014-06-27,4.0,5.0,7556.0,1.0,0.0,0,0.0
604700,2014-06-27,5.0,5.0,4264.0,1.0,0.0,0,
604701,2014-06-27,31.0,5.0,5274.0,1.0,0.0,0,0.0
604702,2014-06-27,6.0,5.0,4786.0,1.0,0.0,0,0.0
604704,2014-06-27,9.0,5.0,5780.0,1.0,0.0,0,0.0
604705,2014-06-27,10.0,5.0,4626.0,1.0,0.0,0,0.0
604706,2014-06-27,11.0,5.0,6364.0,1.0,0.0,0,0.0
604708,2014-06-27,13.0,5.0,4376.0,1.0,0.0,0,0.0
604709,2014-06-27,7.0,5.0,8138.0,1.0,0.0,0,0.0
604710,2014-06-27,67.0,5.0,6201.0,1.0,0.0,0,0.0
604711,2014-06-27,32.0,5.0,3797.0,1.0,0.0,0,0.0
604712,2014-06-27,34.0,5.0,7557.0,1.0,0.0,0,0.0
604713,2014-06-27,65.0,5.0,5168.0,1.0,0.0,,0.0
604714,2014-06-27,64.0,5.0,10289.0,1.0,0.0,0,0.0
604715,2014-06-27,63.0,5.0,5872.0,1.0,0.0,0,0.0
604716,2014-06-27,62.0,5.0,5639.0,1.0,0.0,0,
604717,2014-06-27,61.0,5.0,4929.0,1.0,0.0,0,0.0
604718,2014-06-27,60.0,5.0,6655.0,1.0,0.0,0,0.0
604719,2014-06-27,59.0,5.0,4735.0,1.0,0.0,0,0.0
604720,2014-06-27,58.0,5.0,6042.0,1.0,0.0,0,0.0
604722,2014-06-27,56.0,5.0,6620.0,1.0,0.0,0,0.0
604723,2014-06-27,55.0,5.0,3659.0,1.0,0.0,0,0.0
604724,2014-06-27,54.0,5.0,6210.0,1.0,0.0,0,0.0
604725,2014-06-27,53.0,5.0,5083.0,1.0,0.0,0,0.0
604726,2014-06-27,52.0,5.0,5298.0,1.0,0.0,0,0.0
604727,2014-06-27,51.0,5.0,6679.0,1.0,0.0,0,0.0
604728,2014-06-27,50.0,5.0,3816.0,1.0,0.0,0,0.0
604729,2014-06-27,49.0,5.0,6789.0,1.0,0.0,0,0.0
604730,2014-06-27,35.0,5.0,8441.0,1.0,0.0,0,0.0
604731,2014-06-27,36.0,5.0,8588.0,1.0,0.0,0,0.0
